lat,lon
30.83333333,108.3666667
30.83333333,108.3666667
30.83333333,108.3666667
30.83333333,108.3666667
30.86666667,110.95
30.86666667,110.95
30.86666667,110.95
22.538972,114.213167
22.538972,114.213167
22.538972,114.213167
22.538972,114.213167
22.538972,114.213167
22.538972,114.213167
22.538972,114.213167
22.538972,114.213167
22.538972,114.213167
46.666556,132.084889
46.666556,132.084889
46.666556,132.084889
46.666556,132.084889
26.5211,107.8036833
26.5211,107.8036833
26.5211,107.8036833
26.5211,107.8036833
26.5211,107.8036833
26.5211,107.8036833
26.5211,107.8036833
39.17,117.18
39.17,117.18
39.17,117.18
39.17,117.18
39.17,117.18
39.17,117.18
39.17,117.18
39.17,117.18
39.17,117.18
39.03,117.47
39.03,117.47
39.03,117.47
39.03,117.47
39.03,117.47
39.03,117.47
39.03,117.47
39.03,117.47
39.03,117.47
29.680444,91.345722
29.680444,91.345722
29.680444,91.345722
29.680444,91.345722
29.680444,91.345722
29.722778,94.095139
29.722778,94.095139
29.722778,94.095139
29.722778,94.095139
29.345806,90.119806
29.345806,90.119806
29.345806,90.119806
29.345806,90.119806
29.345806,90.119806
22.767917,113.619111
22.767918,113.619111
22.767919,113.619111
22.76792,113.619111
22.767921,113.619111
22.767922,113.619111
22.767923,113.619111
22.767924,113.619111
22.767925,113.619111
22.767926,113.619111
22.767927,113.619111
22.767928,113.619111
22.767929,113.619111
22.76793,113.619111
22.767931,113.619111
22.767932,113.619111
22.767933,113.619111
22.767934,113.619111
30.31666667,119.6666667
30.31666667,119.6666667
30.31666667,119.6666667
30.31666667,119.6666667
30.31666667,119.6666667
30.31666667,119.6666667
30.31666667,119.6666667
30.31666667,119.6666667
30.31666667,119.6666667
30.658361,108.369833
30.658361,108.369833
30.658361,108.369833
30.658361,108.369833
30.658361,108.369833
30.658361,108.369833
30.658361,108.369833
30.658361,108.369833
30.658361,108.369833
30.658361,108.369833
30.658361,108.369833
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
47.688667,132.181333
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
28.985556,90.729917
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
30.688917,90.525083
28.985556,90.729917
28.985556,90.729917
30.688917,90.525083
30.688917,90.525083
28.985556,90.729917
28.985556,90.729917
26.669194,106.517778
26.669194,106.517778
26.669194,106.517778
26.669194,106.517778
26.669194,106.517778
26.669194,106.517778
26.669194,106.517778
26.669194,106.517778
26.669194,106.517778
26,106
26,106
26,106
26,106
26,106
26,106
44.902806,85.195472
44.902806,85.195472
26.39138889,108.8102778
26.39138889,108.8102778
26.39138889,108.8102778
26.39138889,108.8102778
26.39138889,108.8102778
26.39138889,108.8102778
26.39138889,108.8102778
26.39138889,108.8102778
47.908333,134.584722
47.908333,134.584722
47.908333,134.584722
28.394528,108.339028
28.394528,108.339028
28.394528,108.339028
28.394528,108.339028
28.394528,108.339028
28.394528,108.339028
27.314222,106.79975
27.314222,106.79975
27.314222,106.79975
27.314222,106.79975
27.314222,106.79975
27.314222,106.79975
27.314222,106.79975
27.314222,106.79975
27.314222,106.79975
27.314222,106.79975
27.314222,106.79975
27.314222,106.79975
27.314222,106.79975
41.906056,122.873694
41.906056,122.873694
41.906056,122.873694
41.906056,122.873694
41.906056,122.873694
41.906056,122.873694
27.314639,106.752194
27.314639,106.752194
27.314639,106.752194
27.314639,106.752194
27.314639,106.752194
27.314639,106.752194
27.314639,106.752194
27.314639,106.752194
27.314389,106.754611
27.314389,106.754611
27.314389,106.754611
27.314389,106.754611
27.314389,106.754611
27.314389,106.754611
27.314389,106.754611
34.564167,117.203167
34.564167,117.203167
34.564167,117.203167
34.564167,117.203167
34.564167,117.203167
34.564167,117.203167
34.564167,117.203167
27.315556,106.760778
27.315556,106.760778
27.315556,106.760778
27.315556,106.760778
27.315556,106.760778
27.315556,106.760778
27.315556,106.760778
27.315556,106.760778
27.315556,106.760778
27.315556,106.760778
29.575722,106.707583
29.575722,106.707583
29.575722,106.707583
29.575722,106.707583
29.575722,106.707583
26.550944,101.851306
26.550944,101.851306
26.550944,101.851306
26.550944,101.851306
26.550944,101.851306
26.550944,101.851306
29.307028,105.015861
29.307028,105.015861
29.307028,105.015861
29.307028,105.015861
29.307028,105.015861
29.307028,105.015861
30.792917,117.109222
30.792917,117.109222
30.792917,117.109222
30.792917,117.109222
30.792917,117.109222
30.792917,117.109222
30.792917,117.109222
30.792917,117.109222
35.314528,116.608667
35.314528,116.608667
35.314528,116.608667
35.314528,116.608667
29.207944,112.474583
28.674889,112.840222
28.883333,112.10875
32.192944,119.29925
32.192944,119.29925
32.192944,119.29925
32.2345,119.339917
32.2345,119.339917
32.2345,119.339917
32.222278,119.3915
32.222278,119.3915
32.222278,119.3915
32.238972,119.412556
32.238972,119.412556
32.238972,119.412556
32.250556,119.45225
32.250556,119.45225
32.250556,119.45225
32.202528,119.552639
32.202528,119.552639
32.202528,119.552639
32.187222,119.583139
32.187222,119.583139
32.187222,119.583139
32.196333,119.61925
32.196333,119.61925
32.196333,119.61925
30.86666667,110.95
30.86666667,110.95
30.86666667,110.95
30.86666667,110.95
30.86666667,110.95
30.86666667,110.95
30.86666667,110.95
30.86666667,110.95
30.83333333,108.3666667
30.83333333,108.3666667
30.83333333,108.3666667
30.83333333,108.3666667
30.83333333,108.3666667
30.83333333,108.3666667
30.83333333,108.3666667
30.83333333,108.3666667
30.83333333,108.3666667
30.83333333,108.3666667
30.83333333,108.3666667
29.7,107.3833333
29.7,107.3833333
29.7,107.3833333
29.7,107.3833333
29.7,107.3833333
29.7,107.3833333
29.935028,107.299694
29.935028,107.299694
29.935028,107.299694
29.935028,107.299694
29.935028,107.299694
31.384556,120.301639
31.384556,120.301639
31.384556,120.301639
31.384556,120.301639
31.384556,120.301639
31.384556,120.301639
31.384556,120.301639
38.889361,116.02275
38.889361,116.02275
38.889361,116.02275
38.889361,116.02275
38.889361,116.02275
31.384556,120.301639
31.384556,120.301639
31.384556,120.301639
38.889361,116.02275
38.889361,116.02275
38.889361,116.02275
38.889361,116.02275
32.688028,117.127111
32.688028,117.127111
32.688028,117.127111
32.688028,117.127111
32.688028,117.127111
32.688028,117.127111
38.945972,117.225222
38.945972,117.225222
29.713528,107.396778
29.713528,107.396778
29.713528,107.396778
29.713528,107.396778
29.713528,107.396778
29.713528,107.396778
29.713528,107.396778
29.713528,107.396778
29.713528,107.396778
29.713528,107.396778
29.713528,107.396778
29.713528,107.396778
29.713528,107.396778
30.296111,108.053056
30.296111,108.053056
30.296111,108.053056
30.296111,108.053056
30.296111,108.053056
30.296111,108.053056
30.296111,108.053056
30.296111,108.053056
31.175694,108.390639
31.175694,108.390639
31.175694,108.390639
31.175694,108.390639
31.175694,108.390639
31.175694,108.390639
31.175694,108.390639
31.175694,108.390639
31.175694,108.390639
31.175694,108.390639
31.175694,108.390639
49.428917,129.466194
49.428917,129.466194
49.428917,129.466194
49.428917,129.466194
49.428917,129.466194
49.428917,129.466194
49.428917,129.466194
49.428917,129.466194
49.428917,129.466194
46.014472,127.589194
46.014472,127.589194
46.014472,127.589194
46.014472,127.589194
46.014472,127.589194
46.014472,127.589194
46.014472,127.589194
46.382611,133.934722
46.382611,133.934722
46.382611,133.934722
46.382611,133.934722
46.382611,133.934722
46.382611,133.934722
45.433806,124.647278
45.433806,124.647278
45.433806,124.647278
45.433806,124.647278
45.433806,124.647278
45.433806,124.647278
45.433806,124.647278
45.433806,124.647278
45.433806,124.647278
49.152111,125.034694
49.152111,125.034694
49.152111,125.034694
49.152111,125.034694
49.152111,125.034694
49.152111,125.034694
49.152111,125.034694
49.152111,125.034694
45.188778,124.361028
45.188778,124.361028
45.188778,124.361028
45.188778,124.361028
45.188778,124.361028
43.651083,126.805139
43.651083,126.805139
43.651083,126.805139
43.651083,126.805139
43.651083,126.805139
43.651083,126.805139
43.651083,126.805139
43.651083,126.805139
43.651083,126.805139
43.651083,126.805139
43.651083,126.805139
43.651083,126.805139
45.332111,132.325861
45.332111,132.325861
45.332111,132.325861
45.332111,132.325861
45.332111,132.325861
45.332111,132.325861
45.332111,132.325861
45.332111,132.325861
45.332111,132.325861
43.834778,128.8975
43.834778,128.8975
43.834778,128.8975
43.834778,128.8975
28.831972,90.588528
28.831972,90.588528
26.479833,99.936472
26.479833,99.936472
26.479833,99.936472
26.479833,99.936472
43.986444,126.493028
43.986444,126.493028
28.1383,112.95
28.1383,112.95
28.1383,112.95
28.1383,112.95
28.1383,112.95
28.1383,112.95
28.1383,112.95
23.2113,110.321
23.4079,110.54
23.1841,110.074
29.131167,116.133556
30.316722,117.008056
32.843083,119.322333
29.617611,119.004222
29.64444444,91.015
29.81694444,91.76555556
30.11611111,91.75055556
29.78805556,91.76555556
29.64444444,91.015
29.81694444,91.76555556
30.11611111,91.75055556
29.78805556,91.76555556
29.64444444,91.015
29.81694444,91.76555556
30.11611111,91.75055556
29.78805556,91.76555556
29.64444444,91.015
29.81694444,91.76555556
30.11611111,91.75055556
29.78805556,91.76555556
29.64444444,91.015
29.81694444,91.76555556
30.11611111,91.75055556
29.78805556,91.76555556
29.64444444,91.015
29.81694444,91.76555556
30.11611111,91.75055556
29.78805556,91.76555556
26.49166667,106.4377778
26.49166667,106.4377778
26.49166667,106.4377778
26.49166667,106.4377778
26.58888889,106.1405556
26.58888889,106.1405556
26.58888889,106.1405556
26.58888889,106.1405556
30.92575,108.691278
30.92575,108.691278
28.362778,108.887833
31.168056,108.388583
31.168056,108.388583
30.92575,108.691278
29.32325,107.766444
29.32325,107.766444
30.252528,108.00875
30.568222,108.309111
29.91075,107.254028
28.362778,108.887833
29.918667,107.759722
29.682833,107.169972
24.91138889,102.6488889
24.91138889,102.6488889
24.91138889,102.6488889
24.83916667,102.66
24.83916667,102.66
24.83916667,102.66
24.72638889,102.6102778
24.72638889,102.6102778
24.72638889,102.6102778
31.605556,117.654667
31.605556,117.654667
31.605556,117.654667
29.036944,116.401611
29.036944,116.401611
29.036944,116.401611
34.593306,117.191694
34.593306,117.191694
34.593306,117.191694
31.320056,120.048944
31.320056,120.048944
31.320056,120.048944
29.340083,113.051806
29.340083,113.051806
29.340083,113.051806
29.543389,113.215278
29.543389,113.215278
29.543389,113.215278
30.496472,117.058361
30.496472,117.058361
30.496472,117.058361
23.2335,113.633111
23.2335,113.633111
23.2335,113.633111
26.588889,106.140556
26.588889,106.140556
26.588889,106.140556
26.588889,106.140556
26.588889,106.140556
26.588889,106.140556
47.223222,87.151444
47.223222,87.151444
47.223222,87.151444
37.601667,118.531389
36.544556,116.644556
35.961667,115.919139
34.960694,114.756306
37.601667,118.531389
36.544556,116.644556
35.961667,115.919139
34.960694,114.756306
31.661444,117.365833
31.661444,117.365833
31.661444,117.365833
